Smp_065150-Smp_157320 Tm1G002679-Tm1G002680 HmN_000878500-HmN_000878600 maker-scaffold10x_2199_pilon-snap-gene-0.16-maker-scaffold10x_2199_pilon-augustus-gene-0.6 EmuJ_000755900-EmuJ_000755800
Smp_065210-Smp_157340 Tm1G002460-Tm1G002459 HmN_000469800-HmN_000469900 maker-scaffold10x_966_pilon-snap-gene-0.80-maker-scaffold10x_966_pilon-snap-gene-0.94 EmuJ_000785000-EmuJ_000785100
Smp_066760-Smp_244580 Tm1G000968-Tm1G000967 HmN_000608600-HmN_003024000 maker-scaffold10x_908_pilon-snap-gene-1.154-maker-scaffold10x_908_pilon-snap-gene-1.170 EmuJ_000485800-EmuJ_000485700
Smp_066890-Smp_306910 Tm1G002477-Tm1G002476 HmN_000468800-HmN_000468700 maker-scaffold10x_503_pilon-snap-gene-0.82-maker-scaffold10x_503_pilon-snap-gene-0.68 EmuJ_000782400-EmuJ_000782500
Smp_072350-Smp_072360 Tm1G004380-Tm1G004378 HmN_000405600-HmN_000405700 maker-scaffold10x_58_pilon-snap-gene-0.143-maker-scaffold10x_58_pilon-snap-gene-0.144 EmuJ_000123300-EmuJ_000123400
Smp_086330-Smp_332870 Tm3G008480-Tm3G008479 HmN_002036900-HmN_003039660 maker-scaffold10x_145_pilon-augustus-gene-2.273-maker-scaffold10x_145_pilon-snap-gene-2.190 EmuJ_000653900-EmuJ_000653700
Smp_095680-Smp_174630 Tm1G002741-Tm1G002740 HmN_000826900-HmN_000826800 maker-scaffold10x_670_pilon-snap-gene-0.0-maker-scaffold10x_670_pilon-augustus-gene-0.8 EmuJ_000747300-EmuJ_000747400
Smp_097280-Smp_175580 Tm1G003912-Tm1G003913 HmN_002175000-HmN_002175100 maker-scaffold10x_410_pilon-snap-gene-0.15-maker-scaffold10x_410_pilon-augustus-gene-0.30 EmuJ_000211400-EmuJ_000211500
Smp_098650-Smp_176370 Tm1G000522-Tm1G000523 HmN_000612400-HmN_000612600 maker-scaffold10x_236_pilon-snap-gene-0.82-maker-scaffold10x_236_pilon-snap-gene-0.88 EmuJ_000428800-EmuJ_000428900
Smp_122170-Smp_000150 Tm1G003537-Tm1G003536 HmN_000265100-HmN_000265200 maker-scaffold10x_414_pilon-augustus-gene-0.43-maker-scaffold10x_414_pilon-snap-gene-0.49 EmuJ_001084700-EmuJ_001084600
Smp_123410-Smp_341950 Tm1G002313-Tm1G002312 HmN_000109500-HmN_000109600 maker-scaffold10x_966_pilon-snap-gene-0.90-maker-scaffold10x_966_pilon-snap-gene-0.77 EmuJ_000805100-EmuJ_000805200
Smp_124110-Smp_003630 Tm4G009469-Tm4G009468 HmN_003044470-HmN_000859700 maker-scaffold10x_95_pilon-snap-gene-0.24-maker-scaffold10x_95_pilon-snap-gene-0.23 EmuJ_000377900-EmuJ_000377800
Smp_124920-Smp_342080 Tm1G004168-Tm1G004169 HmN_000172100-HmN_000172200 maker-scaffold10x_418_pilon-snap-gene-0.81-maker-scaffold10x_418_pilon-snap-gene-0.92 EmuJ_000245100-EmuJ_000245200
Smp_125520-Smp_310550 Tm1G001563-Tm1G001564 HmN_000711600-HmN_000711500 maker-scaffold10x_281_pilon-snap-gene-0.163-maker-scaffold10x_281_pilon-augustus-gene-0.194 EmuJ_000910600-EmuJ_000910400
Smp_128170-Smp_128160 Tm1G001443-Tm1G001444 HmN_000231100-HmN_000231000 maker-scaffold10x_1089_pilon-snap-gene-0.68-maker-scaffold10x_1089_pilon-augustus-gene-0.0 EmuJ_001165400-EmuJ_001165300
Smp_128810-Smp_012410 Tm1G002187-Tm1G002186 HmN_000895100-HmN_003005500 maker-scaffold10x_83_pilon-snap-gene-0.196-maker-scaffold10x_83_pilon-snap-gene-0.195 EmuJ_000822400-EmuJ_000822600
Smp_129720-Smp_014020 Tm1G002341-Tm1G002342 HmN_000105500-HmN_000105400 maker-scaffold10x_83_pilon-snap-gene-0.201-maker-scaffold10x_83_pilon-snap-gene-0.218 EmuJ_000800800-EmuJ_000800700
Smp_130810-Smp_015840 Tm3G009097-Tm3G009098 HmN_003043470-HmN_000083600 maker-scaffold10x_942_pilon-snap-gene-0.55-maker-scaffold10x_942_pilon-snap-gene-0.48 EmuJ_000596700-EmuJ_000596600
Smp_135570-Smp_334210 Tm1G002620-Tm1G002621 HmN_000457200-HmN_000456800 maker-scaffold10x_1549_pilon-snap-gene-0.95-maker-scaffold10x_1549_pilon-snap-gene-0.82 EmuJ_000764100-EmuJ_000764000
Smp_136520-Smp_136530 Tm1G001030-Tm1G001029 HmN_000437000-HmN_000436900 maker-scaffold10x_297_pilon-augustus-gene-0.95-maker-scaffold10x_297_pilon-snap-gene-0.1 EmuJ_000495100-EmuJ_000495000
Smp_138500-Smp_030220 Tm1G003491-Tm1G003492 HmN_000629200-HmN_000629100 maker-scaffold10x_68_pilon-augustus-gene-0.17-maker-scaffold10x_68_pilon-snap-gene-0.30 EmuJ_001078500-EmuJ_001078600
Smp_140420-Smp_337580 Tm1G004038-Tm1G004039 HmN_000211300-HmN_000211500 maker-scaffold10x_73_pilon-snap-gene-0.25-maker-scaffold10x_73_pilon-snap-gene-0.15 EmuJ_000228400-EmuJ_000228500
Smp_141570-Smp_093450 Tm1G001752-Tm1G001751 HmN_000821000-HmN_000821100 maker-scaffold10x_13_pilon-augustus-gene-1.93-maker-scaffold10x_13_pilon-snap-gene-0.75 EmuJ_000885600-EmuJ_000885700
Smp_142640-Smp_343540 Tm1G004984-Tm1G004983 HmN_000219900-HmN_000220000 maker-scaffold10x_26_pilon-snap-gene-0.54-augustus_masked-scaffold10x_26_pilon-processed-gene-0.45 EmuJ_000736050-EmuJ_000736000
Smp_145190-Smp_145210 Tm1G001957-Tm1G001956 HmN_000544900-HmN_000545300 maker-scaffold10x_247_pilon-snap-gene-0.65-maker-scaffold10x_247_pilon-augustus-gene-0.56 EmuJ_000854700-EmuJ_000007700
Smp_155050-Smp_155040 Tm1G000042-Tm1G000044 HmN_002010000-HmN_003014740 maker-scaffold10x_1013_pilon-snap-gene-0.123-maker-scaffold10x_1013_pilon-snap-gene-0.112 EmuJ_000061400-EmuJ_000061100
Smp_158380-Smp_066960 Tm1G001229-Tm1G001230 HmN_000070800-HmN_000070900 maker-scaffold10x_524_pilon-snap-gene-0.19-maker-scaffold10x_524_pilon-augustus-gene-0.0 EmuJ_001192100-EmuJ_001191900
Smp_163080-Smp_163090 Tm1G002968-Tm1G002969 HmN_003036080-HmN_000161000 maker-scaffold10x_29_pilon-snap-gene-0.26-maker-scaffold10x_29_pilon-snap-gene-0.27 EmuJ_001008900-EmuJ_001009000
Smp_164050-Smp_077670 Tm7G012669-Tm7G012668 HmN_000206500-HmN_000206400 maker-scaffold10x_14_pilon-snap-gene-0.113-maker-scaffold10x_14_pilon-augustus-gene-0.16 EmuJ_002218800-EmuJ_000926200
Smp_180790-Smp_097020 Tm1G001876-Tm1G001875 HmN_000409200-HmN_000409300 maker-scaffold10x_201_pilon-snap-gene-0.0-maker-scaffold10x_201_pilon-snap-gene-0.4 EmuJ_000867500-EmuJ_000867700
Smp_180900-Smp_180890 Tm1G002390-Tm1G002389 HmN_000433600-HmN_000433500 maker-scaffold10x_327_pilon-snap-gene-0.29-maker-scaffold10x_327_pilon-snap-gene-0.28 EmuJ_000794600-EmuJ_000794700
Smp_199100-Smp_174450 Tm1G001673-Tm1G001672 HmN_000029600-HmN_000029700 augustus_masked-scaffold10x_157_pilon-processed-gene-0.14-maker-scaffold10x_157_pilon-snap-gene-0.186 EmuJ_000896400-EmuJ_000896600
Smp_241860-Smp_040460 Tm1G003307-Tm1G003306 HmN_000578500-HmN_000578600 maker-scaffold10x_384_pilon-snap-gene-0.62-maker-scaffold10x_384_pilon-snap-gene-0.56 EmuJ_001051300-EmuJ_001051000
Smp_245300-Smp_134390 Tm3G008939-Tm3G008938 HmN_000792000-HmN_000792100 maker-scaffold10x_356_pilon-snap-gene-0.1-maker-scaffold10x_356_pilon-snap-gene-0.3 EmuJ_000616500-EmuJ_000616600
Smp_245380-Smp_022400 Tm3G008865-Tm3G008866 HmN_002193000-HmN_002192900 maker-scaffold10x_589_pilon-snap-gene-0.153-maker-scaffold10x_589_pilon-augustus-gene-0.57 EmuJ_000626400-EmuJ_000626300
Smp_245860-Smp_014780 Tm1G001947-Tm1G001948 HmN_000546400-HmN_003004080 maker-scaffold10x_362_pilon-snap-gene-0.40-maker-scaffold10x_362_pilon-augustus-gene-0.60 EmuJ_000856200-EmuJ_000856100
Smp_246550-Smp_105860 Tm1G003580-Tm1G003579 HmN_000463500-HmN_000463400 maker-scaffold10x_292_pilon-snap-gene-0.17-maker-scaffold10x_292_pilon-snap-gene-0.13 EmuJ_000728100-EmuJ_000728000
Smp_301160-Smp_171150 Tm1G002384-Tm1G002383 HmN_000433100-HmN_000433000 maker-scaffold10x_377_pilon-snap-gene-0.47-maker-scaffold10x_377_pilon-snap-gene-0.64 EmuJ_000795100-EmuJ_000795200
Smp_309970-Smp_347020 Tm1G002899-Tm1G002901 HmN_000734000-HmN_000733900 maker-scaffold10x_172_pilon-augustus-gene-0.8-maker-scaffold10x_172_pilon-snap-gene-0.79 EmuJ_000393100-EmuJ_000393200
Smp_331490-Smp_170010 Tm7G012911-Tm7G012912 HmN_002229700-HmN_002229400 maker-scaffold10x_538_pilon-snap-gene-0.114-maker-scaffold10x_538_pilon-snap-gene-0.103 EmuJ_001158200-EmuJ_001158100
Smp_332900-Smp_028210 Tm3G008007-Tm3G008006 HmN_003041290-HmN_003041300 maker-scaffold10x_1326_pilon-snap-gene-0.59-maker-scaffold10x_1326_pilon-snap-gene-0.53 EmuJ_000672150-EmuJ_000671900
Smp_333810-Smp_071830 Tm1G002014-Tm1G002015 HmN_002025500-HmN_002025600 maker-scaffold10x_721_pilon-snap-gene-0.7-maker-scaffold10x_721_pilon-snap-gene-0.0 EmuJ_000846400-EmuJ_000846500
Smp_336660-Smp_331870 Tm1G005072-Tm1G005073 HmN_000844600-HmN_000844700 maker-scaffold10x_1306_pilon-snap-gene-0.18-maker-scaffold10x_1306_pilon-snap-gene-0.16 EmuJ_000939900-EmuJ_000940000
Smp_340230-Smp_016380 Tm1G001654-Tm1G001655 HmN_000568400-HmN_000568300 maker-scaffold10x_1366_pilon-snap-gene-0.20-maker-scaffold10x_1366_pilon-snap-gene-0.30 EmuJ_000899000-EmuJ_000898800
Smp_340800-Smp_047110 Tm1G001122-Tm1G001123 HmN_000586100-HmN_000586000 maker-scaffold10x_1410_pilon-snap-gene-0.22-maker-scaffold10x_1410_pilon-snap-gene-0.29 EmuJ_000511600-EmuJ_000511750
Smp_341150-Smp_211140 Tm1G005479-Tm1G005480 HmN_000741300-HmN_000741400 maker-scaffold10x_1257_pilon-snap-gene-0.70-maker-scaffold10x_1257_pilon-snap-gene-0.63 EmuJ_000978300-EmuJ_000978400
Smp_343790-Smp_145180 Tm1G001759-Tm1G001758 HmN_000820200-HmN_000820300 maker-scaffold10x_1593_pilon-snap-gene-0.42-maker-scaffold10x_1593_pilon-snap-gene-0.35 EmuJ_000885000-EmuJ_000885100
Smp_344150-Smp_026030 Tm1G002816-Tm1G002815 HmN_000338900-HmN_000338800 maker-scaffold10x_83_pilon-snap-gene-0.214-maker-scaffold10x_83_pilon-snap-gene-0.194 EmuJ_000303800-EmuJ_000303900
Smp_345580-Smp_079700 Tm1G004329-Tm1G004330 HmN_000307100-HmN_000307200 maker-scaffold10x_392_pilon-snap-gene-0.26-maker-scaffold10x_392_pilon-snap-gene-0.31 EmuJ_000130600-EmuJ_000130400
Smp_347400-Smp_243300 Tm5G011274-Tm5G011275 HmN_003000830-HmN_000157200 maker-scaffold10x_1149_pilon-snap-gene-0.24-maker-scaffold10x_1149_pilon-snap-gene-0.23 EmuJ_000921700-EmuJ_000921600
